Time,T1,T5,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
[min],°C,°C,°C,°C,l/h,l/h,°C,°C,kcal,kcal,°C
6.117,49.121,42.773,27.783,32.275,170.215,157.471,6.348,4.492,1080.465,707.388,37.729
6.133,49.072,42.920,27.588,32.324,169.189,156.592,6.152,4.736,1040.912,741.670,37.827
6.150,49.072,42.822,27.734,32.227,169.482,156.738,6.250,4.492,1059.265,704.098,37.731
6.167,49.023,42.920,27.783,32.373,168.750,157.471,6.104,4.590,1029.968,722.766,37.829
6.183,48.877,42.969,27.686,32.275,168.896,156.006,5.908,4.590,997.875,716.043,37.834
6.200,48.779,42.920,27.832,32.178,169.629,156.152,5.859,4.346,993.919,678.592,37.771
6.217,48.730,43.018,27.686,32.422,168.164,157.031,5.713,4.736,960.703,743.752,37.901
6.233,48.730,42.920,27.734,32.422,168.018,156.299,5.811,4.688,976.274,732.651,37.861
6.250,48.682,42.822,27.783,32.275,168.750,156.738,5.859,4.492,988.770,704.098,37.743
6.267,48.486,42.969,27.734,32.422,168.750,156.152,5.518,4.688,931.091,731.964,37.900
6.283,48.535,42.871,27.734,32.324,168.750,156.445,5.664,4.590,955.811,718.060,37.797
6.300,48.389,42.822,27.783,32.373,169.775,157.324,5.566,4.590,945.039,722.094,37.797
6.317,48.242,42.920,27.832,32.422,169.189,157.178,5.322,4.590,900.471,721.421,37.864
6.333,48.291,42.920,27.686,32.324,169.189,157.031,5.371,4.639,908.732,728.416,37.820
6.350,48.193,42.871,27.783,32.373,168.604,157.178,5.322,4.590,897.353,721.421,37.806
6.367,48.193,42.920,27.930,32.422,168.896,156.738,5.273,4.492,890.665,704.098,37.867
6.383,48.047,42.969,27.734,32.324,168.018,156.152,5.078,4.590,853.214,716.715,37.841
6.400,48.047,42.871,27.734,32.275,168.750,156.592,5.176,4.541,873.413,711.086,37.771
6.417,48.047,42.920,27.734,32.373,168.457,156.738,5.127,4.639,863.671,727.057,37.837
6.433,47.900,42.920,27.783,32.422,168.750,157.031,4.980,4.639,840.454,728.416,37.860
6.450,47.852,42.822,27.783,32.422,169.775,156.738,5.029,4.639,853.851,727.057,37.830
6.467,47.852,42.822,27.734,32.471,168.750,157.324,5.029,4.736,848.694,745.139,37.828
6.483,47.705,42.871,27.832,32.373,168.896,157.178,4.834,4.541,816.443,713.747,37.811
6.500,47.656,42.773,27.783,32.373,168.896,156.738,4.883,4.590,824.690,719.404,37.767
6.517,47.656,42.822,27.832,32.373,168.896,156.445,4.834,4.541,816.443,710.421,37.798
6.533,47.559,42.773,27.783,32.227,168.018,157.178,4.785,4.443,803.990,698.397,37.676
6.550,47.607,42.725,27.832,32.520,168.457,156.738,4.883,4.688,822.544,734.711,37.806
6.567,47.510,42.871,27.783,32.471,168.750,156.592,4.639,4.688,782.776,734.024,37.865
6.583,47.461,42.871,27.734,32.373,169.043,155.859,4.590,4.639,775.881,722.980,37.835
6.600,47.314,42.773,27.881,32.373,169.043,156.885,4.541,4.492,767.627,704.756,37.767
6.617,47.314,42.676,27.734,32.471,168.750,157.031,4.639,4.736,782.776,743.752,37.757
6.633,47.266,42.822,27.783,32.471,167.725,157.764,4.443,4.688,745.261,739.517,37.805
6.650,47.217,42.676,27.734,32.422,168.311,156.445,4.541,4.688,764.301,733.337,37.736
6.667,47.217,42.725,27.686,32.471,169.336,156.885,4.492,4.785,760.689,750.718,37.793
6.683,47.021,42.773,27.881,32.471,168.750,157.471,4.248,4.590,716.858,722.766,37.800
6.700,47.119,42.725,27.832,32.422,168.896,157.178,4.395,4.590,742.221,721.421,37.758
6.717,46.924,42.578,27.832,32.471,168.604,157.031,4.346,4.639,732.701,728.416,37.704
6.733,46.973,42.725,27.832,32.471,168.896,157.910,4.248,4.639,717.480,732.493,37.770
6.750,46.924,42.578,27.881,32.471,168.750,157.471,4.346,4.590,733.337,722.766,37.699
6.767,46.924,42.578,27.783,32.373,168.457,156.738,4.346,4.590,732.064,719.404,37.659
6.783,46.875,42.627,27.832,32.471,168.311,157.617,4.248,4.639,714.991,731.134,37.715
6.800,46.875,42.578,27.832,32.422,168.750,156.592,4.297,4.590,725.098,718.732,37.690
6.817,46.875,42.578,27.881,32.471,168.750,156.152,4.297,4.590,725.098,716.715,37.720
6.833,46.875,42.578,27.832,32.471,167.432,156.299,4.297,4.639,719.433,725.019,37.698
6.850,46.875,42.480,27.930,32.373,168.457,156.592,4.395,4.443,740.290,695.794,37.611
6.867,46.875,42.432,27.881,32.373,168.604,157.471,4.443,4.492,749.166,707.388,37.574
6.883,46.875,42.627,27.734,32.422,168.750,156.738,4.248,4.688,716.858,734.711,37.713
6.900,46.875,42.432,27.979,32.324,168.164,157.031,4.443,4.346,747.213,682.411,37.551
6.917,46.777,42.432,27.783,32.471,168.750,155.859,4.346,4.688,733.337,730.591,37.649
6.933,46.777,42.529,27.881,32.422,168.750,156.299,4.248,4.541,716.858,709.755,37.669
6.950,46.729,42.383,27.832,32.422,167.725,156.738,4.346,4.590,728.881,719.404,37.571
6.967,46.777,42.334,27.881,32.373,167.139,155.566,4.443,4.492,742.657,698.833,37.532
6.983,46.729,42.334,27.930,32.422,168.018,156.299,4.395,4.492,738.358,702.124,37.557
7.000,46.631,42.432,27.832,32.373,167.578,156.445,4.199,4.541,703.697,710.421,37.575
7.017,46.680,42.334,27.832,32.324,168.164,156.299,4.346,4.492,730.791,702.124,37.512
7.033,46.582,42.236,27.881,32.373,168.750,156.738,4.346,4.492,733.337,704.098,37.487
7.050,46.533,42.334,27.881,32.324,167.871,156.885,4.199,4.443,704.927,697.095,37.498
7.067,46.533,42.285,27.832,32.373,167.432,156.885,4.248,4.541,711.257,712.416,37.490
7.083,46.484,42.285,27.881,32.373,167.725,156.885,4.199,4.492,704.312,704.756,37.495
7.100,46.484,42.139,27.881,32.422,168.164,155.859,4.346,4.541,730.791,707.760,37.465
7.117,46.387,42.139,27.832,32.373,167.285,156.445,4.248,4.541,710.635,710.421,37.419
7.133,46.387,42.139,27.881,32.324,167.139,156.006,4.248,4.443,710.013,693.190,37.401
7.150,46.338,42.139,27.783,32.373,167.432,155.713,4.199,4.590,703.082,714.698,37.433
7.167,46.387,42.090,27.881,32.422,167.285,155.859,4.297,4.541,718.803,707.760,37.427
7.183,46.289,41.992,27.734,32.422,168.457,156.152,4.297,4.688,723.839,731.964,37.388
7.200,46.191,42.139,27.979,32.373,167.285,156.592,4.053,4.395,677.962,688.148,37.417
7.217,46.191,42.090,28.027,32.422,168.018,156.592,4.102,4.395,689.135,688.148,37.426
7.233,46.240,41.992,27.881,32.471,168.750,156.006,4.248,4.590,716.858,716.043,37.418
7.250,46.143,41.992,27.881,32.275,167.139,155.420,4.150,4.395,693.691,682.998,37.310
7.267,46.191,41.895,27.783,32.227,168.018,155.566,4.297,4.443,721.951,691.237,37.247
7.283,46.240,41.992,27.783,32.324,168.604,156.006,4.248,4.541,716.236,708.425,37.346
7.300,46.191,41.846,27.930,32.324,168.750,156.885,4.346,4.395,733.337,689.435,37.258
7.317,46.143,41.895,27.930,32.324,167.285,156.592,4.248,4.395,710.635,688.148,37.267
7.333,46.094,41.846,28.027,32.324,167.139,155.859,4.248,4.297,710.013,669.708,37.251
7.350,46.045,41.797,27.930,32.275,167.432,156.299,4.248,4.346,711.257,679.228,37.200
7.367,46.045,41.797,27.881,32.275,167.578,157.324,4.248,4.395,711.880,691.366,37.186
7.383,45.996,41.748,27.881,32.373,166.553,157.324,4.248,4.492,707.524,706.730,37.194
7.400,45.996,41.797,27.832,32.275,168.311,156.592,4.199,4.443,706.773,695.794,37.208
7.417,45.947,41.699,27.881,32.178,167.578,156.738,4.248,4.297,711.880,673.485,37.098
7.433,45.947,41.650,27.881,32.324,167.432,157.178,4.297,4.443,719.433,698.397,37.135
7.450,45.898,41.699,27.783,32.275,167.578,156.152,4.199,4.492,703.697,701.466,37.154
7.467,45.850,41.650,27.881,32.275,166.113,154.834,4.199,4.395,697.546,680.423,37.128
7.483,45.898,41.553,27.881,32.324,167.139,154.980,4.346,4.443,726.335,688.634,37.113
7.500,45.850,41.504,27.881,32.178,167.871,154.688,4.346,4.297,729.518,664.673,37.031
7.517,45.850,41.553,27.930,32.227,168.311,154.541,4.297,4.297,723.209,664.043,37.089
7.533,45.801,41.455,27.588,32.178,167.725,155.127,4.346,4.590,728.881,712.008,36.997
7.550,45.801,41.504,27.930,32.178,167.285,154.541,4.297,4.248,718.803,656.497,37.025
7.567,45.850,41.553,27.930,32.227,167.139,154.688,4.297,4.297,718.174,664.673,37.070
7.583,45.801,41.406,27.979,32.129,167.432,154.688,4.395,4.150,735.784,642.014,36.951
7.600,45.801,41.357,27.930,32.275,166.406,154.102,4.443,4.346,739.403,669.680,36.991
7.617,45.557,41.357,27.881,32.227,164.941,154.248,4.199,4.346,692.625,670.316,36.945
7.633,45.703,41.309,27.881,32.129,166.406,154.541,4.395,4.248,731.277,656.497,36.888
7.650,45.654,41.309,27.881,32.178,167.725,154.541,4.346,4.297,728.881,664.043,36.930
7.667,45.654,41.260,27.979,32.129,166.406,154.980,4.395,4.150,731.277,643.229,36.857
7.683,45.654,41.406,28.125,32.129,167.139,154.980,4.248,4.004,710.013,620.527,36.943
7.700,45.703,41.260,27.930,32.129,166.553,154.541,4.443,4.199,740.054,648.952,36.865
7.717,45.557,41.260,27.930,32.129,167.432,154.541,4.297,4.199,719.433,648.952,36.877
7.733,45.557,41.260,27.832,31.982,165.967,154.248,4.297,4.150,713.139,640.190,36.791
7.750,45.557,41.211,27.930,31.982,166.406,154.395,4.346,4.053,723.152,625.720,36.769
7.767,45.654,41.113,27.979,31.934,165.820,155.127,4.541,3.955,752.993,613.539,36.676
7.783,45.508,41.211,27.881,32.178,167.578,154.688,4.297,4.297,720.062,664.673,36.875
7.800,45.557,41.260,27.979,32.080,167.725,154.248,4.297,4.102,720.692,632.658,36.862
7.817,45.508,41.113,28.027,32.129,166.553,154.834,4.395,4.102,731.921,635.061,36.785
7.833,45.605,41.064,27.832,32.031,166.260,154.834,4.541,4.199,754.988,650.182,36.709
7.850,45.459,41.113,27.783,32.080,165.967,154.395,4.346,4.297,721.242,663.414,36.760
7.867,45.605,40.967,28.027,32.031,165.088,154.541,4.639,4.004,765.789,618.768,36.646
7.883,45.459,41.064,27.881,32.080,165.234,154.980,4.395,4.199,726.128,650.797,36.716
7.900,45.459,41.016,27.979,31.982,165.381,154.541,4.443,4.004,734.847,618.768,36.652
7.917,45.508,41.016,27.930,31.982,166.406,154.834,4.492,4.053,747.528,627.501,36.662
7.933,45.361,40.918,27.979,31.982,166.113,155.127,4.443,4.004,738.101,621.114,36.603
7.950,45.410,40.869,27.930,32.031,165.527,154.541,4.541,4.102,751.662,633.860,36.602
7.967,45.410,40.869,27.881,31.982,165.674,152.930,4.541,4.102,752.327,627.251,36.604
7.983,45.410,40.918,27.930,32.080,164.941,154.395,4.492,4.150,740.948,640.798,36.645
8.000,45.361,40.869,27.979,31.982,165.527,154.102,4.492,4.004,743.580,617.008,36.585
8.017,45.410,40.918,28.027,31.982,165.088,154.395,4.492,3.955,741.606,610.642,36.600
8.033,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.050,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.067,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.083,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.100,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.117,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.133,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.150,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.167,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.183,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.200,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.217,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.233,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.250,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.267,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.283,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.300,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.317,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.333,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.350,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.367,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.383,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.400,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.417,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.433,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.450,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.467,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.483,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.500,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.517,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.533,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.550,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.567,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.583,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.600,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.617,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.633,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.650,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.667,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.683,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.700,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.717,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.733,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.750,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.767,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.783,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.800,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.817,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.833,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.850,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.867,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.883,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.900,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.917,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.933,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.950,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.967,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
8.983,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.017,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.033,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.050,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.067,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.083,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.100,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.117,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.133,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.150,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.167,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.183,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.200,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.217,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.233,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.250,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.267,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.283,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.300,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.317,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.333,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.350,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.367,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.383,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.400,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.417,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.433,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.450,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.467,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.483,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.500,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.517,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.533,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.550,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.567,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.583,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.600,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.617,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.633,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.650,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.667,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.683,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.700,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.717,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.733,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.750,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.767,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.783,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.800,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.817,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.833,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.850,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.867,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.883,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.900,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.917,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.933,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.950,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.967,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
9.983,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.017,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.033,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.050,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.067,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.083,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.100,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.117,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.133,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.150,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.167,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.183,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.200,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.217,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.233,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.250,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.267,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.283,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.300,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.317,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.333,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.350,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.367,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
10.383,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
